feature_type,feature_id,feature_name,part_id,point_order,point_kind,longitude,latitude
sidewalk,sidewalk_188,,sidewalk_188,0,intersection,-97.06777955987903,36.122672460206786
sidewalk,sidewalk_188,,sidewalk_188,1,intersection,-97.06773138741464,36.1207706312829
sidewalk,sidewalk_188,,sidewalk_188,2,intersection,-97.06806298115703,36.12040050551099
sidewalk,sidewalk_188,,sidewalk_188,3,intersection,-97.06805696495096,36.120740688758694
sidewalk,sidewalk_189,,sidewalk_189,0,intersection,-97.06775642200917,36.12075039961965
sidewalk,sidewalk_189,,sidewalk_189,1,intersection,-97.06764781123915,36.12033610275706
sidewalk,sidewalk_190,,sidewalk_190,0,intersection,-97.06797364354917,36.12022399852432
sidewalk,sidewalk_190,,sidewalk_190,1,intersection,-97.06758095475935,36.120272799567886
sidewalk,sidewalk_190,,sidewalk_190,2,intersection,-97.06758095475935,36.120097115669104
sidewalk,sidewalk_190,,sidewalk_190,3,intersection,-97.06736500722334,36.12011649775388
sidewalk,sidewalk_191,,sidewalk_191,0,intersection,-97.06738300285134,36.12004381491128
sidewalk,sidewalk_191,,sidewalk_191,1,intersection,-97.06717331221515,36.11994218403678
sidewalk,sidewalk_191,,sidewalk_191,2,intersection,-97.06738899401232,36.1201260874276
sidewalk,sidewalk_191,,sidewalk_191,3,intersection,-97.06737702643537,36.12005358336669
sidewalk,sidewalk_192,,sidewalk_192,0,intersection,-97.06794548634129,36.12017442343102
sidewalk,sidewalk_192,,sidewalk_192,1,intersection,-97.06795148816647,36.11987868459047
sidewalk,sidewalk_192,,sidewalk_192,2,intersection,-97.06772961800917,36.11984962131856
sidewalk,sidewalk_192,,sidewalk_192,3,intersection,-97.06758587933003,36.11996573128417
sidewalk,sidewalk_192,,sidewalk_192,4,intersection,-97.06759781338754,36.12016335404658
sidewalk,sidewalk_193,,sidewalk_193,0,intersection,-97.06795576174665,36.11987420909888
sidewalk,sidewalk_193,,sidewalk_193,1,intersection,-97.06797952236978,36.11980703186949
sidewalk,sidewalk_194,,sidewalk_194,0,intersection,-97.06795601875125,36.119821271291364
sidewalk,sidewalk_194,,sidewalk_194,1,intersection,-97.06702174991482,36.11980228539496
sidewalk,sidewalk_195,,sidewalk_195,0,intersection,-97.0675740849502,36.121686613229464
sidewalk,sidewalk_195,,sidewalk_195,1,intersection,-97.06713926800745,36.12167712050737
sidewalk,sidewalk_195,,sidewalk_195,2,intersection,-97.0661462401247,36.120566464099056
sidewalk,sidewalk_195,,sidewalk_195,3,intersection,-97.0657869261635,36.120300008270966
sidewalk,sidewalk_195,,sidewalk_195,4,intersection,-97.06563972668978,36.11982914325778
sidewalk,sidewalk_195,,sidewalk_195,5,intersection,-97.06593422637704,36.11980535398399
sidewalk,sidewalk_195,,sidewalk_195,6,intersection,-97.06674704551388,36.11978632255974
sidewalk,sidewalk_195,,sidewalk_195,7,intersection,-97.06689429535751,36.120019457188775
sidewalk,sidewalk_195,,sidewalk_195,8,intersection,-97.06747740473828,36.1203477476355
sidewalk,sidewalk_195,,sidewalk_195,9,intersection,-97.06757164463822,36.12168468440711
sidewalk,sidewalk_196,,sidewalk_196,0,intersection,-97.06620516608933,36.1216989576306
sidewalk,sidewalk_196,,sidewalk_196,1,intersection,-97.0661344861644,36.12056184936122
sidewalk,sidewalk_196,,sidewalk_196,2,intersection,-97.06634633747743,36.12064741377041
sidewalk,sidewalk_196,,sidewalk_196,3,intersection,-97.06628748989046,36.12070445665808
sidewalk,sidewalk_196,,sidewalk_196,4,intersection,-97.0661239740968,36.12069973936208
sidewalk,sidewalk_196,,sidewalk_196,5,intersection,-97.06517207858364,36.12071389124922
sidewalk,sidewalk_196,,sidewalk_196,6,intersection,-97.0651837582832,36.12170923424575
sidewalk,sidewalk_196,,sidewalk_196,7,intersection,-97.06619000035342,36.121709234245735
sidewalk,sidewalk_197,,sidewalk_197,0,intersection,-97.06620169044317,36.12171395567751
sidewalk,sidewalk_197,,sidewalk_197,1,intersection,-97.06714858771261,36.121227646713685
sidewalk,sidewalk_197,,sidewalk_197,2,intersection,-97.06710767239849,36.121137938905825
sidewalk,sidewalk_197,,sidewalk_197,3,intersection,-97.0669089408728,36.12114266037195
sidewalk,sidewalk_197,,sidewalk_197,4,intersection,-97.06672790552983,36.121043597649404
sidewalk,sidewalk_197,,sidewalk_197,5,intersection,-97.06652970343345,36.120968255313436
sidewalk,sidewalk_197,,sidewalk_197,6,intersection,-97.06617410555464,36.12097767310939
sidewalk,sidewalk_198,,sidewalk_198,0,intersection,-97.06674476922294,36.12104822930249
sidewalk,sidewalk_198,,sidewalk_198,1,intersection,-97.06671565372966,36.12068133640597
sidewalk,sidewalk_199,,sidewalk_199,0,intersection,-97.06708250894499,36.12066252133942
sidewalk,sidewalk_199,,sidewalk_199,1,intersection,-97.06635819428658,36.12064870043327
sidewalk,sidewalk_200,,sidewalk_200,0,intersection,-97.06688224898792,36.12066250433182
sidewalk,sidewalk_200,,sidewalk_200,1,intersection,-97.06688224898794,36.12050999505018
sidewalk,sidewalk_200,,sidewalk_200,2,intersection,-97.06597406341498,36.1198179041124
sidewalk,sidewalk_201,,sidewalk_201,0,intersection,-97.06518625798222,36.12070329491934
sidewalk,sidewalk_201,,sidewalk_201,1,intersection,-97.06522682785283,36.11986527879126
sidewalk,sidewalk_201,,sidewalk_201,2,intersection,-97.06562239368647,36.119794793679006
sidewalk,sidewalk_202,,sidewalk_202,0,intersection,-97.06516324771589,36.123381564231785
sidewalk,sidewalk_202,,sidewalk_202,1,intersection,-97.06516324771587,36.12184157027231
sidewalk,sidewalk_202,,sidewalk_202,2,intersection,-97.06756532839957,36.12184157027231
sidewalk,sidewalk_202,,sidewalk_202,3,intersection,-97.06757700974104,36.12223315422165
sidewalk,sidewalk_202,,sidewalk_202,4,intersection,-97.06764143757226,36.12340173175232
sidewalk,sidewalk_203,,sidewalk_203,0,intersection,-97.06686340512579,36.12339228129973
sidewalk,sidewalk_203,,sidewalk_203,1,intersection,-97.06685752677251,36.12286047711992
sidewalk,sidewalk_203,,sidewalk_203,2,intersection,-97.06675788141358,36.12277051876243
sidewalk,sidewalk_203,,sidewalk_203,3,intersection,-97.06674032818286,36.122345155966045
sidewalk,sidewalk_203,,sidewalk_203,4,intersection,-97.06705628633537,36.12224117804306
sidewalk,sidewalk_203,,sidewalk_203,5,intersection,-97.0667703473558,36.12248157542458
sidewalk,sidewalk_204,,sidewalk_204,0,intersection,-97.06685175414412,36.12230309183782
sidewalk,sidewalk_204,,sidewalk_204,1,intersection,-97.06685175414412,36.12202152530258
sidewalk,sidewalk_204,,sidewalk_204,2,intersection,-97.06707820471975,36.122026215519874
sidewalk,sidewalk_204,,sidewalk_204,3,intersection,-97.06752410836644,36.12201218235201
sidewalk,sidewalk_204,,sidewalk_204,4,intersection,-97.06756471721614,36.122021554450036
sidewalk,sidewalk_205,,sidewalk_205,0,intersection,-97.06734399756371,36.12201686262753
sidewalk,sidewalk_205,,sidewalk_205,1,intersection,-97.06736148130433,36.121837974560606
sidewalk,sidewalk_206,,sidewalk_206,0,intersection,-97.0668441787967,36.12201169102827
sidewalk,sidewalk_206,,sidewalk_206,1,intersection,-97.0668558881672,36.121836710401105
sidewalk,sidewalk_207,,sidewalk_207,0,intersection,-97.06682661474093,36.12200696182725
sidewalk,sidewalk_207,,sidewalk_207,1,intersection,-97.06659828201607,36.12184143961238
sidewalk,sidewalk_208,,sidewalk_208,0,intersection,-97.06673293977687,36.12184616882336
sidewalk,sidewalk_208,,sidewalk_208,1,intersection,-97.06666357647273,36.12190686716631
sidewalk,sidewalk_208,,sidewalk_208,2,intersection,-97.06642658518352,36.121902198064674
sidewalk,sidewalk_208,,sidewalk_208,3,intersection,-97.06620115444503,36.12204227099302
sidewalk,sidewalk_208,,sidewalk_208,4,intersection,-97.06620115444505,36.1223085910377
sidewalk,sidewalk_208,,sidewalk_208,5,intersection,-97.06592385297311,36.12230392451356
sidewalk,sidewalk_208,,sidewalk_208,6,intersection,-97.06597018384183,36.12202792022962
sidewalk,sidewalk_208,,sidewalk_208,7,intersection,-97.06617788994375,36.122032580711895
sidewalk,sidewalk_208,,sidewalk_208,8,intersection,-97.06621827724135,36.1218554821911
sidewalk,sidewalk_209,,sidewalk_209,0,intersection,-97.06597689641896,36.12201796452161
sidewalk,sidewalk_209,,sidewalk_209,1,intersection,-97.06595379426355,36.1218920021596
sidewalk,sidewalk_209,,sidewalk_209,2,intersection,-97.06595379426355,36.121849962928415
sidewalk,sidewalk_210,,sidewalk_210,0,intersection,-97.06552009515207,36.12195272545381
sidewalk,sidewalk_210,,sidewalk_210,1,intersection,-97.06515727990315,36.122110889583695
sidewalk,sidewalk_211,,sidewalk_211,0,intersection,-97.06595805096019,36.12228772137016
sidewalk,sidewalk_211,,sidewalk_211,1,intersection,-97.0657462911758,36.12229234437588
sidewalk,sidewalk_211,,sidewalk_211,2,intersection,-97.0657634514976,36.12235241055608
sidewalk,sidewalk_212,,sidewalk_212,0,intersection,-97.06661002737263,36.122578813437656
sidewalk,sidewalk_212,,sidewalk_212,1,intersection,-97.0651724004722,36.122578813437656
sidewalk,sidewalk_213,,sidewalk_213,0,intersection,-97.06774300943435,36.12432833501824
sidewalk,sidewalk_213,,sidewalk_213,1,intersection,-97.06764041306779,36.12354105513189
sidewalk,sidewalk_213,,sidewalk_213,2,intersection,-97.06693614748792,36.123545642784386
sidewalk,sidewalk_213,,sidewalk_213,3,intersection,-97.06618811837372,36.12354109978586
sidewalk,sidewalk_214,,sidewalk_214,0,intersection,-97.06705110234942,36.12413092886603
sidewalk,sidewalk_214,,sidewalk_214,1,intersection,-97.0659391806884,36.12412646048057
sidewalk,sidewalk_215,,sidewalk_215,0,intersection,-97.06627109760215,36.124166675940586
sidewalk,sidewalk_215,,sidewalk_215,1,intersection,-97.06623252464894,36.124015341953786
sidewalk,sidewalk_216,,sidewalk_216,0,intersection,-97.06689928569799,36.12420228389507
sidewalk,sidewalk_216,,sidewalk_216,1,intersection,-97.06689375677496,36.12396112290356
sidewalk,sidewalk_217,,sidewalk_217,0,intersection,-97.06504709648323,36.123644039731765
sidewalk,sidewalk_217,,sidewalk_217,1,intersection,-97.0649641626378,36.123644039731765
sidewalk,sidewalk_218,,sidewalk_218,0,intersection,-97.06495863371477,36.123666369574515
sidewalk,sidewalk_218,,sidewalk_218,1,intersection,-97.06495863371477,36.12229530545212
sidewalk,sidewalk_219,,sidewalk_219,0,intersection,-97.06501945186808,36.12228637335979
sidewalk,sidewalk_219,,sidewalk_219,1,intersection,-97.06402283858768,36.12229957048957
sidewalk,sidewalk_220,,sidewalk_220,0,intersection,-97.064963832739,36.12229957048957
sidewalk,sidewalk_220,,sidewalk_220,1,intersection,-97.064963832739,36.12223366601861
sidewalk,sidewalk_221,,sidewalk_221,0,intersection,-97.0650508610998,36.12208428234627
sidewalk,sidewalk_221,,sidewalk_221,1,intersection,-97.0639728788475,36.12211053622767
sidewalk,sidewalk_222,,sidewalk_222,0,intersection,-97.06495335516743,36.12212803881039
sidewalk,sidewalk_222,,sidewalk_222,1,intersection,-97.06498585714488,36.121073501237035
sidewalk,sidewalk_223,,sidewalk_223,0,intersection,-97.06498044681466,36.121012316742295
sidewalk,sidewalk_223,,sidewalk_223,1,intersection,-97.06495879808826,36.12072377620898
sidewalk,sidewalk_223,,sidewalk_223,2,intersection,-97.06465641990802,36.120706329488875
sidewalk,sidewalk_224,,sidewalk_224,0,intersection,-97.0646131845974,36.120723791729496
sidewalk,sidewalk_224,,sidewalk_224,1,intersection,-97.06400881000647,36.12071522682159
sidewalk,sidewalk_225,,sidewalk_225,0,intersection,-97.06387627171898,36.120668119811356
sidewalk,sidewalk_225,,sidewalk_225,1,intersection,-97.06290834495655,36.12069375486486
sidewalk,sidewalk_225,,sidewalk_225,2,intersection,-97.06288718808744,36.122095125053995
sidewalk,sidewalk_225,,sidewalk_225,3,intersection,-97.06386040406711,36.122116487210874
sidewalk,sidewalk_226,,sidewalk_226,0,intersection,-97.06388156093624,36.12228311183509
sidewalk,sidewalk_226,,sidewalk_226,1,intersection,-97.06289776652198,36.12228311183509
sidewalk,sidewalk_226,,sidewalk_226,2,intersection,-97.06290834495654,36.123227311359
sidewalk,sidewalk_226,,sidewalk_226,3,intersection,-97.06283958513188,36.12326149031431
sidewalk,sidewalk_226,,sidewalk_226,4,intersection,-97.06283958513188,36.1236801813092
sidewalk,sidewalk_226,,sidewalk_226,5,intersection,-97.06385107033704,36.1236801813092
sidewalk,sidewalk_227,,sidewalk_227,0,intersection,-97.0649641638113,36.1236801813092
sidewalk,sidewalk_227,,sidewalk_227,1,intersection,-97.06401421515623,36.1236801813092
sidewalk,sidewalk_228,,sidewalk_228,0,intersection,-97.06493876665904,36.12518664888366
sidewalk,sidewalk_228,,sidewalk_228,1,intersection,-97.06495488153422,36.12476144268554
sidewalk,sidewalk_228,,sidewalk_228,2,intersection,-97.0649441382841,36.12466164906043
sidewalk,sidewalk_228,,sidewalk_228,3,intersection,-97.06497099640936,36.12384160098888
sidewalk,sidewalk_229,,sidewalk_229,0,intersection,-97.06453589478022,36.125321152405604
sidewalk,sidewalk_229,,sidewalk_229,1,intersection,-97.0644821785297,36.12536020177204
sidewalk,sidewalk_229,,sidewalk_229,2,intersection,-97.06284383288907,36.12535152413673
sidewalk,sidewalk_229,,sidewalk_229,3,intersection,-97.0628384450725,36.12667884126293
sidewalk,sidewalk_230,,sidewalk_230,0,intersection,-97.06455177072978,36.12674411857534
sidewalk,sidewalk_230,,sidewalk_230,1,intersection,-97.06452489422033,36.126605183708065
sidewalk,sidewalk_230,,sidewalk_230,2,intersection,-97.06444956271407,36.126583452819936
sidewalk,sidewalk_230,,sidewalk_230,3,intersection,-97.06434759945847,36.12670915611414
sidewalk,sidewalk_231,,sidewalk_231,0,intersection,-97.06453022233707,36.1266050332712
sidewalk,sidewalk_231,,sidewalk_231,1,intersection,-97.06449765346167,36.125373006806726
sidewalk,sidewalk_232,,sidewalk_232,0,intersection,-97.06496176752634,36.1205570553627
sidewalk,sidewalk_232,,sidewalk_232,1,intersection,-97.06500506519856,36.11978323131388
sidewalk,sidewalk_232,,sidewalk_232,2,intersection,-97.06416151101196,36.11981817549055
sidewalk,sidewalk_233,,sidewalk_233,0,intersection,-97.06495196392073,36.120535410289314
sidewalk,sidewalk_233,,sidewalk_233,1,intersection,-97.06416944465974,36.12055284759382
sidewalk,sidewalk_233,,sidewalk_233,2,intersection,-97.06415865129061,36.119829196202424
sidewalk,sidewalk_234,,sidewalk_234,0,intersection,-97.06388872472859,36.120535651946355
sidewalk,sidewalk_234,,sidewalk_234,1,intersection,-97.062940077063,36.120535651946355
sidewalk,sidewalk_235,,sidewalk_235,0,intersection,-97.06401996594705,36.12057883565679
sidewalk,sidewalk_235,,sidewalk_235,1,intersection,-97.06382343216995,36.12055738218051
sidewalk,sidewalk_236,,sidewalk_236,0,intersection,-97.0689963884855,36.12254024936709
sidewalk,sidewalk_236,,sidewalk_236,1,intersection,-97.06898558434186,36.122145781928424
sidewalk,sidewalk_236,,sidewalk_236,2,intersection,-97.0692286257292,36.12253491449419
parking_access,parking_001,parking_001,parking_001_access_01,0,access,-97.07418040426263,36.126648513644895
parking_access,parking_001,parking_001,parking_001_access_02,0,access,-97.07316849696534,36.125933343600344
parking_access,parking_001,parking_001,parking_001_access_03,0,access,-97.07318656673849,36.12530087486658
parking_access,parking_001,parking_001,parking_001_access_04,0,access,-97.07565610240455,36.125276549044294
parking_access,parking_002,parking_002,parking_002_access_01,0,access,-97.07565007914683,36.126035511148494
parking_access,parking_002,parking_002,parking_002_access_02,0,access,-97.07470442768447,36.12662905332176
parking_access,parking_003,parking_003,parking_003_access_01,0,access,-97.07443940434469,36.12434729698859
parking_access,parking_003,parking_003,parking_003_access_02,0,access,-97.07566212566226,36.12434243176564
parking_access,parking_004,parking_004,parking_004_access_01,0,access,-97.07565007914683,36.12347641727597
parking_access,parking_004,parking_004,parking_004_access_02,0,access,-97.07445747411785,36.12348614782891
parking_access,parking_005,parking_005,parking_005_access_01,0,access,-97.07561996285821,36.123306132404075
parking_access,parking_005,parking_005,parking_005_access_02,0,access,-97.07446849720597,36.123306132404075
parking_access,parking_005,parking_005,parking_005_access_03,0,access,-97.07443232551009,36.12315517417953
parking_access,parking_005,parking_005,parking_005_access_04,0,access,-97.07563912131114,36.123145426265275
parking_access,parking_006,parking_006,parking_006_access_01,0,access,-97.07309881614997,36.12348172860736
parking_access,parking_006,parking_006,parking_006_access_02,0,access,-97.07334017531018,36.12448575311553
parking_access,parking_007,parking_007,parking_007_access_01,0,access,-97.07410045666482,36.123038199128665
parking_access,parking_007,parking_007,parking_007_access_02,0,access,-97.0733703452052,36.123052821019556
parking_access,parking_008,parking_008,parking_008_access_01,0,access,-97.07320742777205,36.12135178944315
parking_access,parking_008,parking_008,parking_008_access_02,0,access,-97.07404011687477,36.12152725572318
parking_access,parking_008,parking_008,parking_008_access_03,0,access,-97.07548797508167,36.12153212878213
parking_access,parking_008,parking_008,parking_008_access_04,0,access,-97.07551210605179,36.122906319336465
parking_access,parking_008,parking_008,parking_008_access_05,0,access,-97.07411250978514,36.12292093825561
parking_access,parking_008,parking_008,parking_008_access_06,0,access,-97.07350923553224,36.122916065282865
parking_access,parking_009,parking_009,parking_009_access_01,0,access,-97.07528264360198,36.12137112527007
parking_access,parking_009,parking_009,parking_009_access_02,0,access,-97.07453212278065,36.12134179067192
parking_access,parking_010,parking_010,parking_010_access_01,0,access,-97.07429607187719,36.120334629487296
parking_access,parking_011,parking_011,parking_011_access_01,0,access,-97.0743323874008,36.11991904950498
parking_access,parking_012,parking_012,parking_012_access_01,0,access,-97.07195977319147,36.12060353300959
parking_access,parking_013,parking_013,parking_013_access_01,0,access,-97.07170556452617,36.12173291774606
parking_access,parking_013,parking_013,parking_013_access_02,0,access,-97.07171161711345,36.12153735445256
parking_access,parking_014,parking_014,parking_014_access_01,0,access,-97.07107609545022,36.12353207718964
parking_access,parking_015,parking_015,parking_015_access_01,0,access,-97.06959926415666,36.12580541262832
parking_access,parking_015,parking_015,parking_015_access_02,0,access,-97.06959926415666,36.125966743609204
parking_access,parking_015,parking_015,parking_015_access_03,0,access,-97.07052531000878,36.12666584069491
parking_access,parking_015,parking_015,parking_015_access_04,0,access,-97.0716995119389,36.12597652123375
parking_access,parking_016,parking_016,parking_016_access_01,0,access,-97.06928273843481,36.126374632901225
parking_access,parking_016,parking_016,parking_016_access_02,0,access,-97.0690205485216,36.125086092963066
parking_access,parking_017,parking_017,parking_017_access_01,0,access,-97.06782039637105,36.12203835260347
parking_access,parking_018,parking_018,parking_018_access_01,0,access,-97.06842025614876,36.119859626994646
parking_access,parking_018,parking_018,parking_018_access_02,0,access,-97.06762202473172,36.12029926202691
parking_access,parking_019,parking_019,parking_019_access_01,0,access,-97.06521782224195,36.12064978706708
parking_access,parking_020,parking_020,parking_020_access_01,0,access,-97.06418307781246,36.12013235858902
parking_access,parking_020,parking_020,parking_020_access_02,0,access,-97.06437121316327,36.12053761754664
parking_access,parking_021,parking_021,parking_021_access_01,0,access,-97.06463087703087,36.12073290264731
parking_access,parking_021,parking_021,parking_021_access_02,0,access,-97.06403991788396,36.12114516959806
parking_access,parking_021,parking_021,parking_021_access_03,0,access,-97.06496963750246,36.121027939956114
parking_access,parking_022,parking_022,parking_022_access_01,0,access,-97.06472927096694,36.122101317328934
parking_access,parking_023,parking_023,parking_023_access_01,0,access,-97.06366254671013,36.122108650604346
parking_access,parking_024,parking_024,parking_024_access_01,0,access,-97.06342196634581,36.12224798270722
parking_access,parking_024,parking_024,parking_024_access_02,0,access,-97.062877256087,36.12243864728941
parking_access,parking_025,parking_025,parking_025_access_01,0,access,-97.06399074309044,36.12257447934177
parking_access,parking_025,parking_025,parking_025_access_02,0,access,-97.06495174103094,36.12268852597659
parking_access,parking_026,parking_026,parking_026_access_01,0,access,-97.06593830985358,36.12334955236018
parking_access,parking_026,parking_026,parking_026_access_02,0,access,-97.0664043639029,36.12336431530076
parking_access,parking_026,parking_026,parking_026_access_03,0,access,-97.06668765165837,36.12334586162461
parking_access,parking_026,parking_026,parking_026_access_04,0,access,-97.06523268028603,36.12236954841034
parking_access,parking_026,parking_026,parking_026_access_05,0,access,-97.06527826572864,36.12250579001557
parking_access,parking_027,parking_027,parking_027_access_01,0,access,-97.065319292627,36.124354233834666
parking_access,parking_027,parking_027,parking_027_access_02,0,access,-97.0669694856497,36.124343187486936
parking_access,parking_028,parking_028,parking_028_access_01,0,access,-97.06482241130246,36.123842418090504
parking_access,parking_028,parking_028,parking_028_access_02,0,access,-97.06461271826642,36.123838735950756
parking_access,parking_029,parking_029,parking_029_access_01,0,access,-97.0649956359844,36.124346869603016
parking_access,parking_029,parking_029,parking_029_access_02,0,access,-97.06398363915832,36.12437632652547
parking_access,parking_029,parking_029,parking_029_access_03,0,access,-97.06446304003009,36.12519872677908
parking_access,parking_029,parking_029,parking_029_access_04,0,access,-97.06506114968914,36.1247119258758
parking_access,parking_030,parking_030,parking_030_access_01,0,access,-97.06412780326272,36.12668707908582
parking_access,parking_031,parking_031,parking_031_access_01,0,access,-97.06507201518326,36.12677181842598
parking_access,parking_032,parking_032,parking_032_access_01,0,access,-97.07546103906034,36.11993912218126
parking_access,parking_033,parking_033,parking_033_access_01,0,access,-97.06357133245592,36.125195285707726
parking_access,parking_033,parking_033,parking_033_access_02,0,access,-97.06383219401286,36.12453480100104
parking_access,parking_033,parking_033,parking_033_access_03,0,access,-97.0628439300375,36.125087906670515
